# Time-averaged data for fix agcmcstat
# TimeStep v_wiatt v_wiacc v_wdatt v_wdacc v_nacn v_nmob
310400 38968 0 38632 1 319 339
310800 39013 0 38687 1 319 339
311200 39063 0 38737 1 319 339
311600 39116 0 38784 1 319 339
312000 39154 0 38846 1 319 339
312400 39204 0 38896 1 319 339
312800 39251 0 38949 1 319 339
313200 39303 0 38997 1 319 339
313600 39352 0 39048 1 319 339
314000 39399 0 39101 1 319 339
314400 39441 0 39159 1 319 339
314800 39489 0 39211 1 319 338
315200 39541 0 39259 1 319 338
315600 39592 0 39308 1 319 337
316000 39646 0 39354 1 319 337
316400 39702 0 39398 1 319 337
316800 39745 0 39455 1 319 337
317200 39791 0 39509 1 319 337
317600 39841 0 39559 1 319 337
318000 39886 0 39614 1 319 338
318400 39950 0 39650 1 319 338
318800 39996 0 39704 1 319 338
319200 40049 0 39751 1 319 338
319600 40099 0 39801 1 319 338
320000 40142 0 39858 1 319 338
320400 40189 0 39911 1 319 338
320800 40231 0 39969 1 319 338
321200 40277 0 40023 1 319 338
321600 40331 0 40069 1 319 338
